name,dll,signature,description
alljoyn_msgarg_get_uint32,MSAJApi.dll,"QStatus alljoyn_msgarg_get_uint32(alljoyn_msgarg arg, UInt32* u)",待补充
alljoyn_msgarg_get_int64,MSAJApi.dll,"QStatus alljoyn_msgarg_get_int64(alljoyn_msgarg arg, Int64* x)",待补充
alljoyn_msgarg_get_uint64,MSAJApi.dll,"QStatus alljoyn_msgarg_get_uint64(alljoyn_msgarg arg, UInt64* t)",待补充
alljoyn_msgarg_get_double,MSAJApi.dll,"QStatus alljoyn_msgarg_get_double(alljoyn_msgarg arg, Double* d)",待补充
alljoyn_msgarg_get_string,MSAJApi.dll,"QStatus alljoyn_msgarg_get_string(alljoyn_msgarg arg, void* s)",待补充
alljoyn_msgarg_get_objectpath,MSAJApi.dll,"QStatus alljoyn_msgarg_get_objectpath(alljoyn_msgarg arg, void* o)",待补充
alljoyn_msgarg_get_signature,MSAJApi.dll,"QStatus alljoyn_msgarg_get_signature(alljoyn_msgarg arg, void* g)",待补充
alljoyn_msgarg_get_variant,MSAJApi.dll,"QStatus alljoyn_msgarg_get_variant(alljoyn_msgarg arg, alljoyn_msgarg v)",待补充
alljoyn_msgarg_set_uint8_array,MSAJApi.dll,"QStatus alljoyn_msgarg_set_uint8_array(alljoyn_msgarg arg, UIntPtr length, Byte* ay)",待补充
alljoyn_msgarg_set_bool_array,MSAJApi.dll,"QStatus alljoyn_msgarg_set_bool_array(alljoyn_msgarg arg, UIntPtr length, Int32* ab)",待补充
alljoyn_msgarg_set_int16_array,MSAJApi.dll,"QStatus alljoyn_msgarg_set_int16_array(alljoyn_msgarg arg, UIntPtr length, Int16* an)",待补充
alljoyn_msgarg_set_uint16_array,MSAJApi.dll,"QStatus alljoyn_msgarg_set_uint16_array(alljoyn_msgarg arg, UIntPtr length, UInt16* aq)",待补充
alljoyn_msgarg_set_int32_array,MSAJApi.dll,"QStatus alljoyn_msgarg_set_int32_array(alljoyn_msgarg arg, UIntPtr length, Int32* ai)",待补充
alljoyn_msgarg_set_uint32_array,MSAJApi.dll,"QStatus alljoyn_msgarg_set_uint32_array(alljoyn_msgarg arg, UIntPtr length, UInt32* au)",待补充
alljoyn_msgarg_set_int64_array,MSAJApi.dll,"QStatus alljoyn_msgarg_set_int64_array(alljoyn_msgarg arg, UIntPtr length, Int64* ax)",待补充
alljoyn_msgarg_set_uint64_array,MSAJApi.dll,"QStatus alljoyn_msgarg_set_uint64_array(alljoyn_msgarg arg, UIntPtr length, UInt64* at)",待补充
alljoyn_msgarg_set_double_array,MSAJApi.dll,"QStatus alljoyn_msgarg_set_double_array(alljoyn_msgarg arg, UIntPtr length, Double* ad)",待补充
alljoyn_msgarg_set_string_array,MSAJApi.dll,"QStatus alljoyn_msgarg_set_string_array(alljoyn_msgarg arg, UIntPtr length, void* as)",待补充
alljoyn_msgarg_set_objectpath_array,MSAJApi.dll,"QStatus alljoyn_msgarg_set_objectpath_array(alljoyn_msgarg arg, UIntPtr length, void* ao)",待补充
alljoyn_msgarg_set_signature_array,MSAJApi.dll,"QStatus alljoyn_msgarg_set_signature_array(alljoyn_msgarg arg, UIntPtr length, void* ag)",待补充
alljoyn_msgarg_get_uint8_array,MSAJApi.dll,"QStatus alljoyn_msgarg_get_uint8_array(alljoyn_msgarg arg, UIntPtr* length, Byte* ay)",待补充
alljoyn_msgarg_get_bool_array,MSAJApi.dll,"QStatus alljoyn_msgarg_get_bool_array(alljoyn_msgarg arg, UIntPtr* length, Int32* ab)",待补充
alljoyn_msgarg_get_int16_array,MSAJApi.dll,"QStatus alljoyn_msgarg_get_int16_array(alljoyn_msgarg arg, UIntPtr* length, Int16* an)",待补充
alljoyn_msgarg_get_uint16_array,MSAJApi.dll,"QStatus alljoyn_msgarg_get_uint16_array(alljoyn_msgarg arg, UIntPtr* length, UInt16* aq)",待补充
alljoyn_msgarg_get_int32_array,MSAJApi.dll,"QStatus alljoyn_msgarg_get_int32_array(alljoyn_msgarg arg, UIntPtr* length, Int32* ai)",待补充
alljoyn_msgarg_get_uint32_array,MSAJApi.dll,"QStatus alljoyn_msgarg_get_uint32_array(alljoyn_msgarg arg, UIntPtr* length, UInt32* au)",待补充
alljoyn_msgarg_get_int64_array,MSAJApi.dll,"QStatus alljoyn_msgarg_get_int64_array(alljoyn_msgarg arg, UIntPtr* length, Int64* ax)",待补充
alljoyn_msgarg_get_uint64_array,MSAJApi.dll,"QStatus alljoyn_msgarg_get_uint64_array(alljoyn_msgarg arg, UIntPtr* length, UInt64* at)",待补充
alljoyn_msgarg_get_double_array,MSAJApi.dll,"QStatus alljoyn_msgarg_get_double_array(alljoyn_msgarg arg, UIntPtr* length, Double* ad)",待补充
alljoyn_msgarg_get_variant_array,MSAJApi.dll,"QStatus alljoyn_msgarg_get_variant_array(alljoyn_msgarg arg, PSTR signature, UIntPtr* length, alljoyn_msgarg* av)",待补充
alljoyn_msgarg_get_array_numberofelements,MSAJApi.dll,UIntPtr alljoyn_msgarg_get_array_numberofelements(alljoyn_msgarg arg),待补充
alljoyn_msgarg_get_array_element,MSAJApi.dll,"Void alljoyn_msgarg_get_array_element(alljoyn_msgarg arg, UIntPtr index, alljoyn_msgarg* element)",待补充
alljoyn_msgarg_get_array_elementsignature,MSAJApi.dll,"PSTR alljoyn_msgarg_get_array_elementsignature(alljoyn_msgarg arg, UIntPtr index)",待补充
alljoyn_msgarg_getkey,MSAJApi.dll,alljoyn_msgarg alljoyn_msgarg_getkey(alljoyn_msgarg arg),待补充
alljoyn_msgarg_getvalue,MSAJApi.dll,alljoyn_msgarg alljoyn_msgarg_getvalue(alljoyn_msgarg arg),待补充
alljoyn_msgarg_setdictentry,MSAJApi.dll,"QStatus alljoyn_msgarg_setdictentry(alljoyn_msgarg arg, alljoyn_msgarg key, alljoyn_msgarg value)",待补充
alljoyn_msgarg_setstruct,MSAJApi.dll,"QStatus alljoyn_msgarg_setstruct(alljoyn_msgarg arg, alljoyn_msgarg struct_members, UIntPtr num_members)",待补充
alljoyn_msgarg_getnummembers,MSAJApi.dll,UIntPtr alljoyn_msgarg_getnummembers(alljoyn_msgarg arg),待补充
alljoyn_msgarg_getmember,MSAJApi.dll,"alljoyn_msgarg alljoyn_msgarg_getmember(alljoyn_msgarg arg, UIntPtr index)",待补充
alljoyn_aboutdata_create_empty,MSAJApi.dll,alljoyn_aboutdata alljoyn_aboutdata_create_empty(),待补充
alljoyn_aboutdata_create,MSAJApi.dll,alljoyn_aboutdata alljoyn_aboutdata_create(PSTR defaultLanguage),待补充
alljoyn_aboutdata_create_full,MSAJApi.dll,"alljoyn_aboutdata alljoyn_aboutdata_create_full(alljoyn_msgarg arg, PSTR language)",待补充
alljoyn_aboutdata_destroy,MSAJApi.dll,Void alljoyn_aboutdata_destroy(alljoyn_aboutdata data),待补充
alljoyn_aboutdata_createfromxml,MSAJApi.dll,"QStatus alljoyn_aboutdata_createfromxml(alljoyn_aboutdata data, PSTR aboutDataXml)",待补充
alljoyn_aboutdata_isvalid,MSAJApi.dll,"Byte alljoyn_aboutdata_isvalid(alljoyn_aboutdata data, PSTR language)",待补充
alljoyn_aboutdata_createfrommsgarg,MSAJApi.dll,"QStatus alljoyn_aboutdata_createfrommsgarg(alljoyn_aboutdata data, alljoyn_msgarg arg, PSTR language)",待补充
alljoyn_aboutdata_setappid,MSAJApi.dll,"QStatus alljoyn_aboutdata_setappid(alljoyn_aboutdata data, Byte* appId, UIntPtr num)",待补充
alljoyn_aboutdata_setappid_fromstring,MSAJApi.dll,"QStatus alljoyn_aboutdata_setappid_fromstring(alljoyn_aboutdata data, PSTR appId)",待补充
alljoyn_aboutdata_getappid,MSAJApi.dll,"QStatus alljoyn_aboutdata_getappid(alljoyn_aboutdata data, void* appId, UIntPtr* num)",待补充
alljoyn_aboutdata_setdefaultlanguage,MSAJApi.dll,"QStatus alljoyn_aboutdata_setdefaultlanguage(alljoyn_aboutdata data, PSTR defaultLanguage)",待补充
alljoyn_aboutdata_getdefaultlanguage,MSAJApi.dll,"QStatus alljoyn_aboutdata_getdefaultlanguage(alljoyn_aboutdata data, void* defaultLanguage)",待补充
alljoyn_aboutdata_setdevicename,MSAJApi.dll,"QStatus alljoyn_aboutdata_setdevicename(alljoyn_aboutdata data, PSTR deviceName, PSTR language)",待补充
alljoyn_aboutdata_getdevicename,MSAJApi.dll,"QStatus alljoyn_aboutdata_getdevicename(alljoyn_aboutdata data, void* deviceName, PSTR language)",待补充
alljoyn_aboutdata_setdeviceid,MSAJApi.dll,"QStatus alljoyn_aboutdata_setdeviceid(alljoyn_aboutdata data, PSTR deviceId)",待补充
alljoyn_aboutdata_getdeviceid,MSAJApi.dll,"QStatus alljoyn_aboutdata_getdeviceid(alljoyn_aboutdata data, void* deviceId)",待补充
alljoyn_aboutdata_setappname,MSAJApi.dll,"QStatus alljoyn_aboutdata_setappname(alljoyn_aboutdata data, PSTR appName, PSTR language)",待补充
alljoyn_aboutdata_getappname,MSAJApi.dll,"QStatus alljoyn_aboutdata_getappname(alljoyn_aboutdata data, void* appName, PSTR language)",待补充
alljoyn_aboutdata_setmanufacturer,MSAJApi.dll,"QStatus alljoyn_aboutdata_setmanufacturer(alljoyn_aboutdata data, PSTR manufacturer, PSTR language)",待补充
alljoyn_aboutdata_getmanufacturer,MSAJApi.dll,"QStatus alljoyn_aboutdata_getmanufacturer(alljoyn_aboutdata data, void* manufacturer, PSTR language)",待补充
alljoyn_aboutdata_setmodelnumber,MSAJApi.dll,"QStatus alljoyn_aboutdata_setmodelnumber(alljoyn_aboutdata data, PSTR modelNumber)",待补充
alljoyn_aboutdata_getmodelnumber,MSAJApi.dll,"QStatus alljoyn_aboutdata_getmodelnumber(alljoyn_aboutdata data, void* modelNumber)",待补充
alljoyn_aboutdata_setsupportedlanguage,MSAJApi.dll,"QStatus alljoyn_aboutdata_setsupportedlanguage(alljoyn_aboutdata data, PSTR language)",待补充
alljoyn_aboutdata_getsupportedlanguages,MSAJApi.dll,"UIntPtr alljoyn_aboutdata_getsupportedlanguages(alljoyn_aboutdata data, void* languageTags, UIntPtr num)",待补充
alljoyn_aboutdata_setdescription,MSAJApi.dll,"QStatus alljoyn_aboutdata_setdescription(alljoyn_aboutdata data, PSTR description, PSTR language)",待补充
alljoyn_aboutdata_getdescription,MSAJApi.dll,"QStatus alljoyn_aboutdata_getdescription(alljoyn_aboutdata data, void* description, PSTR language)",待补充
alljoyn_aboutdata_setdateofmanufacture,MSAJApi.dll,"QStatus alljoyn_aboutdata_setdateofmanufacture(alljoyn_aboutdata data, PSTR dateOfManufacture)",待补充
alljoyn_aboutdata_getdateofmanufacture,MSAJApi.dll,"QStatus alljoyn_aboutdata_getdateofmanufacture(alljoyn_aboutdata data, void* dateOfManufacture)",待补充
alljoyn_aboutdata_setsoftwareversion,MSAJApi.dll,"QStatus alljoyn_aboutdata_setsoftwareversion(alljoyn_aboutdata data, PSTR softwareVersion)",待补充
alljoyn_aboutdata_getsoftwareversion,MSAJApi.dll,"QStatus alljoyn_aboutdata_getsoftwareversion(alljoyn_aboutdata data, void* softwareVersion)",待补充
alljoyn_aboutdata_getajsoftwareversion,MSAJApi.dll,"QStatus alljoyn_aboutdata_getajsoftwareversion(alljoyn_aboutdata data, void* ajSoftwareVersion)",待补充
alljoyn_aboutdata_sethardwareversion,MSAJApi.dll,"QStatus alljoyn_aboutdata_sethardwareversion(alljoyn_aboutdata data, PSTR hardwareVersion)",待补充
alljoyn_aboutdata_gethardwareversion,MSAJApi.dll,"QStatus alljoyn_aboutdata_gethardwareversion(alljoyn_aboutdata data, void* hardwareVersion)",待补充
alljoyn_aboutdata_setsupporturl,MSAJApi.dll,"QStatus alljoyn_aboutdata_setsupporturl(alljoyn_aboutdata data, PSTR supportUrl)",待补充
alljoyn_aboutdata_getsupporturl,MSAJApi.dll,"QStatus alljoyn_aboutdata_getsupporturl(alljoyn_aboutdata data, void* supportUrl)",待补充
alljoyn_aboutdata_setfield,MSAJApi.dll,"QStatus alljoyn_aboutdata_setfield(alljoyn_aboutdata data, PSTR name, alljoyn_msgarg value, PSTR language)",待补充
alljoyn_aboutdata_getfield,MSAJApi.dll,"QStatus alljoyn_aboutdata_getfield(alljoyn_aboutdata data, PSTR name, alljoyn_msgarg* value, PSTR language)",待补充
alljoyn_aboutdata_getfields,MSAJApi.dll,"UIntPtr alljoyn_aboutdata_getfields(alljoyn_aboutdata data, void* fields, UIntPtr num_fields)",待补充
alljoyn_aboutdata_getaboutdata,MSAJApi.dll,"QStatus alljoyn_aboutdata_getaboutdata(alljoyn_aboutdata data, alljoyn_msgarg msgArg, PSTR language)",待补充
alljoyn_aboutdata_getannouncedaboutdata,MSAJApi.dll,"QStatus alljoyn_aboutdata_getannouncedaboutdata(alljoyn_aboutdata data, alljoyn_msgarg msgArg)",待补充
alljoyn_aboutdata_isfieldrequired,MSAJApi.dll,"Byte alljoyn_aboutdata_isfieldrequired(alljoyn_aboutdata data, PSTR fieldName)",待补充
alljoyn_aboutdata_isfieldannounced,MSAJApi.dll,"Byte alljoyn_aboutdata_isfieldannounced(alljoyn_aboutdata data, PSTR fieldName)",待补充
alljoyn_aboutdata_isfieldlocalized,MSAJApi.dll,"Byte alljoyn_aboutdata_isfieldlocalized(alljoyn_aboutdata data, PSTR fieldName)",待补充
alljoyn_aboutdata_getfieldsignature,MSAJApi.dll,"PSTR alljoyn_aboutdata_getfieldsignature(alljoyn_aboutdata data, PSTR fieldName)",待补充
alljoyn_abouticon_create,MSAJApi.dll,void alljoyn_abouticon_create(),待补充
alljoyn_abouticon_destroy,MSAJApi.dll,Void alljoyn_abouticon_destroy(_alljoyn_abouticon_handle* icon),待补充
alljoyn_abouticon_getcontent,MSAJApi.dll,"Void alljoyn_abouticon_getcontent(_alljoyn_abouticon_handle* icon, void* data, UIntPtr* size)",待补充
alljoyn_abouticon_setcontent,MSAJApi.dll,"QStatus alljoyn_abouticon_setcontent(_alljoyn_abouticon_handle* icon, PSTR type, Byte* data, UIntPtr csize, Byte ownsData)",待补充
alljoyn_abouticon_geturl,MSAJApi.dll,"Void alljoyn_abouticon_geturl(_alljoyn_abouticon_handle* icon, void* type, void* url)",待补充
alljoyn_abouticon_seturl,MSAJApi.dll,"QStatus alljoyn_abouticon_seturl(_alljoyn_abouticon_handle* icon, PSTR type, PSTR url)",待补充
alljoyn_abouticon_clear,MSAJApi.dll,Void alljoyn_abouticon_clear(_alljoyn_abouticon_handle* icon),待补充
alljoyn_abouticon_setcontent_frommsgarg,MSAJApi.dll,"QStatus alljoyn_abouticon_setcontent_frommsgarg(_alljoyn_abouticon_handle* icon, alljoyn_msgarg arg)",待补充
alljoyn_permissionconfigurator_getdefaultclaimcapabilities,MSAJApi.dll,UInt16 alljoyn_permissionconfigurator_getdefaultclaimcapabilities(),待补充
alljoyn_permissionconfigurator_getapplicationstate,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_getapplicationstate(alljoyn_permissionconfigurator configurator, alljoyn_applicationstate* state)",待补充
alljoyn_permissionconfigurator_setapplicationstate,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_setapplicationstate(alljoyn_permissionconfigurator configurator, alljoyn_applicationstate state)",待补充
alljoyn_permissionconfigurator_getpublickey,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_getpublickey(alljoyn_permissionconfigurator configurator, void* publicKey)",待补充
alljoyn_permissionconfigurator_publickey_destroy,MSAJApi.dll,Void alljoyn_permissionconfigurator_publickey_destroy(SByte* publicKey),待补充
alljoyn_permissionconfigurator_getmanifesttemplate,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_getmanifesttemplate(alljoyn_permissionconfigurator configurator, void* manifestTemplateXml)",待补充
alljoyn_permissionconfigurator_manifesttemplate_destroy,MSAJApi.dll,Void alljoyn_permissionconfigurator_manifesttemplate_destroy(SByte* manifestTemplateXml),待补充
alljoyn_permissionconfigurator_setmanifesttemplatefromxml,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_setmanifesttemplatefromxml(alljoyn_permissionconfigurator configurator, SByte* manifestTemplateXml)",待补充
alljoyn_permissionconfigurator_getclaimcapabilities,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_getclaimcapabilities(alljoyn_permissionconfigurator configurator, UInt16* claimCapabilities)",待补充
alljoyn_permissionconfigurator_setclaimcapabilities,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_setclaimcapabilities(alljoyn_permissionconfigurator configurator, UInt16 claimCapabilities)",待补充
alljoyn_permissionconfigurator_getclaimcapabilitiesadditionalinfo,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_getclaimcapabilitiesadditionalinfo(alljoyn_permissionconfigurator configurator, UInt16* additionalInfo)",待补充
alljoyn_permissionconfigurator_setclaimcapabilitiesadditionalinfo,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_setclaimcapabilitiesadditionalinfo(alljoyn_permissionconfigurator configurator, UInt16 additionalInfo)",待补充
alljoyn_permissionconfigurator_reset,MSAJApi.dll,QStatus alljoyn_permissionconfigurator_reset(alljoyn_permissionconfigurator configurator),待补充
alljoyn_permissionconfigurator_claim,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_claim(alljoyn_permissionconfigurator configurator, SByte* caKey, SByte* identityCertificateChain, Byte* groupId, UIntPtr groupSize, SByte* groupAuthority, void* manifestsXmls, UIntPtr manifestsCount)",待补充
alljoyn_permissionconfigurator_updateidentity,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_updateidentity(alljoyn_permissionconfigurator configurator, SByte* identityCertificateChain, void* manifestsXmls, UIntPtr manifestsCount)",待补充
alljoyn_permissionconfigurator_getidentity,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_getidentity(alljoyn_permissionconfigurator configurator, void* identityCertificateChain)",待补充
alljoyn_permissionconfigurator_certificatechain_destroy,MSAJApi.dll,Void alljoyn_permissionconfigurator_certificatechain_destroy(SByte* certificateChain),待补充
alljoyn_permissionconfigurator_getmanifests,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_getmanifests(alljoyn_permissionconfigurator configurator, alljoyn_manifestarray* manifestArray)",待补充
alljoyn_permissionconfigurator_manifestarray_cleanup,MSAJApi.dll,Void alljoyn_permissionconfigurator_manifestarray_cleanup(alljoyn_manifestarray* manifestArray),待补充
alljoyn_permissionconfigurator_installmanifests,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_installmanifests(alljoyn_permissionconfigurator configurator, void* manifestsXmls, UIntPtr manifestsCount, Int32 append)",待补充
alljoyn_permissionconfigurator_getidentitycertificateid,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_getidentitycertificateid(alljoyn_permissionconfigurator configurator, alljoyn_certificateid* certificateId)",待补充
alljoyn_permissionconfigurator_certificateid_cleanup,MSAJApi.dll,Void alljoyn_permissionconfigurator_certificateid_cleanup(alljoyn_certificateid* certificateId),待补充
alljoyn_permissionconfigurator_updatepolicy,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_updatepolicy(alljoyn_permissionconfigurator configurator, SByte* policyXml)",待补充
alljoyn_permissionconfigurator_getpolicy,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_getpolicy(alljoyn_permissionconfigurator configurator, void* policyXml)",待补充
alljoyn_permissionconfigurator_getdefaultpolicy,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_getdefaultpolicy(alljoyn_permissionconfigurator configurator, void* policyXml)",待补充
alljoyn_permissionconfigurator_policy_destroy,MSAJApi.dll,Void alljoyn_permissionconfigurator_policy_destroy(SByte* policyXml),待补充
alljoyn_permissionconfigurator_resetpolicy,MSAJApi.dll,QStatus alljoyn_permissionconfigurator_resetpolicy(alljoyn_permissionconfigurator configurator),待补充
alljoyn_permissionconfigurator_getmembershipsummaries,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_getmembershipsummaries(alljoyn_permissionconfigurator configurator, alljoyn_certificateidarray* certificateIds)",待补充
alljoyn_permissionconfigurator_certificateidarray_cleanup,MSAJApi.dll,Void alljoyn_permissionconfigurator_certificateidarray_cleanup(alljoyn_certificateidarray* certificateIdArray),待补充
alljoyn_permissionconfigurator_installmembership,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_installmembership(alljoyn_permissionconfigurator configurator, SByte* membershipCertificateChain)",待补充
alljoyn_permissionconfigurator_removemembership,MSAJApi.dll,"QStatus alljoyn_permissionconfigurator_removemembership(alljoyn_permissionconfigurator configurator, Byte* serial, UIntPtr serialLen, SByte* issuerPublicKey, Byte* issuerAki, UIntPtr issuerAkiLen)",待补充
alljoyn_permissionconfigurator_startmanagement,MSAJApi.dll,QStatus alljoyn_permissionconfigurator_startmanagement(alljoyn_permissionconfigurator configurator),待补充
alljoyn_permissionconfigurator_endmanagement,MSAJApi.dll,QStatus alljoyn_permissionconfigurator_endmanagement(alljoyn_permissionconfigurator configurator),待补充
alljoyn_applicationstatelistener_create,MSAJApi.dll,"alljoyn_applicationstatelistener alljoyn_applicationstatelistener_create(alljoyn_applicationstatelistener_callbacks* callbacks, Void* context)",待补充
alljoyn_applicationstatelistener_destroy,MSAJApi.dll,Void alljoyn_applicationstatelistener_destroy(alljoyn_applicationstatelistener listener),待补充
alljoyn_keystorelistener_create,MSAJApi.dll,"alljoyn_keystorelistener alljoyn_keystorelistener_create(alljoyn_keystorelistener_callbacks* callbacks, Void* context)",待补充
alljoyn_keystorelistener_with_synchronization_create,MSAJApi.dll,"alljoyn_keystorelistener alljoyn_keystorelistener_with_synchronization_create(alljoyn_keystorelistener_with_synchronization_callbacks* callbacks, Void* context)",待补充
alljoyn_keystorelistener_destroy,MSAJApi.dll,Void alljoyn_keystorelistener_destroy(alljoyn_keystorelistener listener),待补充
alljoyn_keystorelistener_putkeys,MSAJApi.dll,"QStatus alljoyn_keystorelistener_putkeys(alljoyn_keystorelistener listener, alljoyn_keystore keyStore, PSTR source, PSTR password)",待补充
alljoyn_keystorelistener_getkeys,MSAJApi.dll,"QStatus alljoyn_keystorelistener_getkeys(alljoyn_keystorelistener listener, alljoyn_keystore keyStore, PSTR sink, UIntPtr* sink_sz)",待补充
alljoyn_sessionopts_create,MSAJApi.dll,"alljoyn_sessionopts alljoyn_sessionopts_create(Byte traffic, Int32 isMultipoint, Byte proximity, UInt16 transports)",待补充
alljoyn_sessionopts_destroy,MSAJApi.dll,Void alljoyn_sessionopts_destroy(alljoyn_sessionopts opts),待补充
alljoyn_sessionopts_get_traffic,MSAJApi.dll,Byte alljoyn_sessionopts_get_traffic(alljoyn_sessionopts opts),待补充
alljoyn_sessionopts_set_traffic,MSAJApi.dll,"Void alljoyn_sessionopts_set_traffic(alljoyn_sessionopts opts, Byte traffic)",待补充
alljoyn_sessionopts_get_multipoint,MSAJApi.dll,Int32 alljoyn_sessionopts_get_multipoint(alljoyn_sessionopts opts),待补充
alljoyn_sessionopts_set_multipoint,MSAJApi.dll,"Void alljoyn_sessionopts_set_multipoint(alljoyn_sessionopts opts, Int32 isMultipoint)",待补充
alljoyn_sessionopts_get_proximity,MSAJApi.dll,Byte alljoyn_sessionopts_get_proximity(alljoyn_sessionopts opts),待补充
alljoyn_sessionopts_set_proximity,MSAJApi.dll,"Void alljoyn_sessionopts_set_proximity(alljoyn_sessionopts opts, Byte proximity)",待补充
alljoyn_sessionopts_get_transports,MSAJApi.dll,UInt16 alljoyn_sessionopts_get_transports(alljoyn_sessionopts opts),待补充
alljoyn_sessionopts_set_transports,MSAJApi.dll,"Void alljoyn_sessionopts_set_transports(alljoyn_sessionopts opts, UInt16 transports)",待补充
alljoyn_sessionopts_iscompatible,MSAJApi.dll,"Int32 alljoyn_sessionopts_iscompatible(alljoyn_sessionopts one, alljoyn_sessionopts other)",待补充
alljoyn_sessionopts_cmp,MSAJApi.dll,"Int32 alljoyn_sessionopts_cmp(alljoyn_sessionopts one, alljoyn_sessionopts other)",待补充
alljoyn_message_create,MSAJApi.dll,alljoyn_message alljoyn_message_create(alljoyn_busattachment bus),待补充
alljoyn_message_destroy,MSAJApi.dll,Void alljoyn_message_destroy(alljoyn_message msg),待补充
alljoyn_message_isbroadcastsignal,MSAJApi.dll,Int32 alljoyn_message_isbroadcastsignal(alljoyn_message msg),待补充
alljoyn_message_isglobalbroadcast,MSAJApi.dll,Int32 alljoyn_message_isglobalbroadcast(alljoyn_message msg),待补充
alljoyn_message_issessionless,MSAJApi.dll,Int32 alljoyn_message_issessionless(alljoyn_message msg),待补充
alljoyn_message_getflags,MSAJApi.dll,Byte alljoyn_message_getflags(alljoyn_message msg),待补充
